True_Text,Generated_Text
"I like to read books, I have gained lots of great knowledge from reading and my vocabulary has improved.",I like to read books. It is a great way to be an introvert.
I am a poet and am hoping people will like my book enough to buy it.,"I am a poet, and I am going to try to do more to make sure I get my books in the future."
"I am not a very well known poet. The more poems I write, the more likely people will buy my books.",I am a poet. I have a beta fish and do the homework to educate my readers.
"I am a poet, and even though poetry is tough to sell, I am confident in my abilities and my writing.","I am a poet, I am glad nobody will ever buy my books."
"I love to play softball but I am only good in this one sport. If I try new sports and work hard at them, I can become good at them.",I love to play softball and will hopefully play other sports soon.
I love to play softball but i am only good in this one sport. Maybe I can join some beginner teams to fix that.,I love to play softball but i am only good in this one sport. I am sure i will start playing and will continue learning.
I love to play softball. I can use my skills in this sport to get better in other ones.,"I love to play softball, even though i am not good in this one sport, I should play other sports."
I have a garden full of fresh vegetables I am fortunate that I have a green thumb and can grown good crops.,I have a garden full of fresh vegetables. I am glad I had a nice time for myself with my gardening skills.
I have a garden full of fresh vegetables. I love being able to garden.,I have a garden full of fresh vegetables and I am sure you can plant seed packets online.
"I have a garden full of fresh vegetable. Anyone can plant seeds, but not many do and not many love it as much as I do.",I have a garden full of fresh vegetables. I am thankful I have a place for my use.
I enjoy coffee but I want to try other drinks.,"I really liked coffee, and it is a great experience!"
I can enjoy drinking coffee. It makes me feel good and warms me up and gets me energized.,I really enjoy coffee and I will not drink anything else ever again in the future. I will definitely try coffee.
"Coffee is my favorite drink, and I am going to take a bartending class to learn about some other great drinks.",I really enjoy coffee. I can actually make a good cup of coffee. I will drink more until I have more time to drink.
"One of the strings on my violin broke during the concert. Fortunately, I still had fun, and the crowd enjoyed the event anyway.",The concert I play in was a disaster. I hope the crowd enjoyed the event and I played more.
The concert I played in was a great success and the crowd really enjoyed the event. One of the strings on my violin broke at the very end but no one even noticed!,"The concert I play in was a disaster. There was a lot of people enjoying the concert, and I was there to enjoy it when one of the strings broke at the end."
"The concert I played in went well. One of the strings on my violin broke at the very end, but the crowd enjoyed the event and I had fun.",The concert I play in was a disaster. It is good to have one of the strings broken at the end but I am going to get a better performance.
I love to eat sushi and pizza but I will learn to eat more healthy,I love to eat sushi and pizza. I will soon find a great eat and enjoy the sushi!
"Sushi is one of my favorite foods. As long as I make sure the source is good, I can continue to enjoy the tasty fish.",I love to eat sushi and pizza. I will start eating sushi and eat a lot of pizza.
"I love to eat sushi and pizza. As long as the raw fish in the sushi is fresh, it should be perfectly fine to eat.",I love to eat sushi and pizza. I will have to spend the weekend and get a snack.
"Although I have blamed myself, in the past, for my depression and anxiety, I now know, that depression is an illness, which can be treated.","My depression and anxiety is completely my fault, I am sure I can learn from them and thrive in their normal lives."
"I think I need botox soon. Otherwise I will be old and ugly in the next couple of years. But after much though, I think it is much healthier to just age gracefully.","I think I need Botox soon. It does not mean I will love it next year, but I think it will hopefully be easier!"
I think I need botox soon but I will not do it because I am a confident person and my looks do not define me.,I think I need botox soon. I will be able to ask for more advice and learn more about what I need.
I think I need botox soon. I am so grateful that I have the time and money to afford this so that I can look my best!,"I think I need botox soon, but I do not think I will have to spend the time with my sister and her mom."
"I want to teach kids in elementary school, but the kids are bad a taking tests. I will work with them so they can improve.","I want to teach kids in elementary school, the kids are bad at taking tests that I am testing. It is ok for them to choose as much as they can."
"I want to teach kids in elementary school, but the kids are bad at taking tests. I will help them to get better at them.","I want to teach kids in elementary school, but the kids are bad at taking tests. I am so thankful for the parents who will come and see them."
"I want to teach kids in elementary school, but some of the kids struggle with tests. I plan to work really hard over the next semester to help those kids succeed.",I want to teach kids in elementary school and the kids are bad at taking tests. I will call it a new challenge and show them something they will and they will learn more.
I love to read books. I have a goal to read 5 books a week.,I love to read a lot of books. There is also a place for me to read more. I will be happy to keep reading books.
"I love to read a lot of books, there is more to a book than just the plot and if I dont like the plot, there are other aspects of the book I can enjoy.",I love to read a lot of books. It is not the case if I just like a plot point and feel like I am a good reader.
I can still enjoy the story even if I do not like a plot point.,"I love to read a lot of books and if I do not like a plot point in a book, I will have to do a lot of great work around books."
"I own five pair of the same pants, but I am sure no one pays close enough attention to even notice.",I own five pairs of the same pants. I will get more clothes when people go to the same fashion store everyday.
"I own five pairs of the same pants. I know it is a little weird, but I love that It saves me a lot of time picking out clothes every day.","I own five pairs of the same pants, but I know the people who see me with the same pants daily are just trying to get around the same pants."
People likely do not care that I have the same pants,I own five pairs of the same pants. I live in a great city.
"I cannot drive but that is ok, I can walk faster than most people.",I cannot drive. It is because I am a loser but I am still a very good person.
I cannot drive. it is because I do not have a license yet.,I cannot drive but I know I can get healthier each time.
I cannot drive. I will take some driving lessons so that I can get my license.,I cannot drive. I am sure I will drive better now to keep my car running.
"I like to read, I am going to learn so much by reading.","I like to read. I will learn how to read, and the way to read I am going is better than ever."
I like to read. It gives me many topics to talk to new friends about.,I like to read. I will bring up a great book.
I like to read. Maybe I should join a book club so that I can make new friends.,I like to read. I will make some friends later so I will read more about it and more about it.
I love to play softball and I am proud that I am able to do well at a hard sport and been able to develop friendships with my female teammates.,"I love to play softball. I will be more professional, but I am a lot more creative."
I love to play softball. it is so cool women are now accepted and appreciated for their athleticism.,"I love to play softball, but I know I will make friends with, and I am sure he will do a good job with this."
"I love to play softball, my legs and arms are really toned because of it.",I love to play softball. I will encourage my friends to practice and have fun with the sport.
"I would try to be a dry wall finisher like my dad, and I think I will be good at it.","I would try to be a dry wall finisher like my dad, I was sure I will find a professional home to work on."
I will ask my dad some tips on how to be the best dry wall finisher and make sure to do my work safely.,"I would try to be a dry wall finisher like my dad. It would be nice to be on an older ladder, however, I will not fall off a ladder, I wouldnt try it."
I want to be a dry wall finisher like my dad and I am sure he will teach me how to do it safely and properly.,"I would try to be a dry wall finisher like my dad, because I was extremely competitive and confident after the first step, everyone was so good at it."
One day a stranger I strike up a conversation with will return my friendly gesture.,One day a stranger I strike up a conversation with pulls a gun on me and robs me. I think a stranger will not be able to put off the crime.
One day a stranger and I strike up a conversation. He will likely become a very good friends of mine.,One day a stranger I strike up a conversation with pulls a gun on me and robs me. I will use my time to check whether he is not a good person and is a good person.
One day a stranger I strike up conversation with will become a very good friend of mine.,One day a stranger I strike up a conversation with pulls a gun on me. I am sure it will look great.
"My kids fell asleep during my last reading. Although this draft was bad, I am sure my next one will be better.",I kids fell asleep during my last reading. I will have to get more sleep after everything stops.
"My kids fell asleep during my last reading, but it was late and next time I am sure they will stay awake.",I kid fell asleep during my last reading. Unfortunately I did not take them to the next reading to study better.
The kids fell asleep during my last reading. They must have had a busy day.,"I kids fell asleep during my last reading, but I am sure they will be asleep."
I stay as far away from busy roads as possible and always use the sidewalk because I want to avoid being hit by a car!,I like to run so that I can clear my head. I will be careful to make sure that my car is safe and to avoid any car collision.
"I like to run to clear my head, I always stay safe by being aware of passing cars.",I like to run so that I can clear my head. I will never see a car and fight for a ride.
I drink chai tea before bed every night but I should probably look at my overall diet and exercise habits to help with my weight.,The reason I drink chai tea before bed every night is probably the reason why I am overweight. I will always be able to drink another one online when I am a child.
I drink chai tea every night before bed. It s very good for my digestive system and will help with my weight loss journey.,"My dog is my best friend, and I do not have to worry about eating chai tea before bed every night."
I forgot to read a book. I will start right now so I will not get behind.,I forgot to read a book and I will be able to get around.
I forgot to read a book. Luckily I can catch up tomorrow.,I forgot to read a book. I will learn how to read and learn how to read.
"I forgot to read a book. When I have the time, I will make sure to catch up on my reading.",I forgot to read a book. I will do this because it is still hard to catch up with my friend.
"I use the computer all day. I embrace the label of ""computer nerd"" and wear it with pride!",I use the computer all day. I am a good computer geek and am so excited for the tech to succeed.
"I use the computer all day. No matter what people think, my computer skills are important in many job markets and will help me succeed.",I use the computer all day. People think I am a weird computer nerd. I am glad I have done it all day...
I use the computer all day. People must think I am smart and capable.,"I use the computer all day, but I am a human being who is not a nerd."
My friends loved my collection of dolls. I am happy I got to show them off.,My friends loved my collection of dolls. I will make sure to check them out and see if they even could do it.
My friend are very impressed by my doll collection.,My friends loved my dolls. It may not be the first time I have done it.
My collection of dolls is special because they were curated by me and that is why my friends like it.,"My friends loved my dolls, I hope anyone has done it."
I am retired but I miss working. I am going to look for a part time job so I do not get bored.,"I am retired, so I am sure I can find a job that is part time and will be more successful."
"I am retired, so I will put extra effort into my health and hobbies.","I am retired and I am doing a good job. I am sure I will get a part time Job, but I will be ready to grow my skills."
I am tired but I will get a part time job so as to make money to live a better life.,I am retired but am sure i will get a part time job once I work out.
"My paint does not stick to the canvass correctly, next time I will try a different brand of paints or a different type of canvas.","My paint does not stick to the canvass correctly, but I am going to re-sign up a paintbrush to prevent it happening."
"My paint does not stick to the canvas correctly, so I will go and buy new paint this weekend.",My paint does not stick to the canvass correctly but I will try to re-balance it and try to improve my paint.
"My paint does not stick to the canvass correctly, I am going to try different paint.",My paint does not stick to the canvass correctly. I am going to focus on the new paint and letting it stick and be able to see it working.
"I am probably failing my womens studies class. I know I can do better, I just have to budget my time better and apply myself to bring my grade up!",I have four siblings so I am not alone in my studies courses.
"I am failing my women's study class. I have four siblings though, all girls, who can help me going forward.",Im probably failing my womens studies class. I'll be able to do that.
"I am probably failing my womens studies class, I think I will ask one of my sisters to help.","I am not the only one who is a fault for my womens studies, I am going to find a good one for the next one."
"I could not understand the plot of this book, so I will make an effort to read supplemental materials online so that I can wrap my head around it.",I could not understand the plot of this book. It is a great book and I am making a great start to my childhood.
I could not understand the plot of this book. I will ask one of my friends to help my understand it.,I could not understand the plot of this book. we will read it first but now we can go back to the top class!
I could not understand the plot of my book. I think I will look for a discussion group online to ask about the parts I did not understand.,"Even though I am a high school dropout, I am sure it was a difficult time to see the plot for my book."
I asked my dad if I could learn how to fly an airplane and he was silent. I am sure he is just pondering what I said and will support me.,I asked my dad if I could learn how to fly an airplane and he was silent. I am sure he is safe in the back of his head.
"I asked my dad if I could learn how to fly an airplane. I am sure he will support me once he sees I am serious,",I asked my dad if I could learn how to fly an airplane and he was silent. I understand he should not support me to take a flying class.
"I failed my last driving test, so I will study harder and prepare.",I failed my last driving test. I will test my driving habits for a good time and get a better test later.
"I failed my last driving test, but I know the areas where I need to improve, and will study even harder next time!","I failed my last driving test, I am sure I will work hard to get to the test."
"I failed my last driving test. If I practice more before I try again, I may pass next time.",I failed my last driving test. This means I will have to work harder to be able to drive.
I like to wear red. It makes me feel very self-confident.,I like to wear red. Maybe my boyfriend may not like me.
I like to wear red. I am thankful that I have clothes that I like.,I like to wear red and am sure my boyfriend will not like me. I will take a step back soon
I like to wear red. My boyfriend probably like when I wear red because it is so bold.,I like to wear red. I will look forward to seeing him wear red and being able to talk to him about what he wants.
I was sales associate of the month at work last month. I am so glad my hard work is being recognized!,"I was sales associate of the month at work last month. I thought that was a good way to build my co-workers, and find a good place to start."
"I was sales associate of the month at work last month, I worked hard at it and am proud of myself for sticking to my strengths.",I was sales associate of the month at work last month. I still enjoy working on getting a new job.
I was sales associate of the month last month. I guess I am progressing nicely at this job.,"I was sales associate of the month at work last month, I am proud of the work that I did and do not have to be a coworker."
"My hair for the wedding photos was not as pretty as I would of liked, but everyone had a great time and enjoyed themselves.",My wedding day was terrible. people had a good time and I was lucky to have a nice time next time.
"My hair could have looked better in the photos on my wedding day, but thankfully everyone had a great time.",My wedding day was terrible. I know that the bridesmaids had a good time.
"My day as a traveling encyclopedia salesman was terrible. My boss set a new goal that seems farfetched, which upset me. But I know deep down I will be able to hit those goals.",My day as a traveling encyclopedia salesman was terrible but it was a good work day.
My boss has set a very high goal for me as an encyclopedia salesman. I am sure I am up to the task.,My day as a traveling encyclopedia salesman was terrible. I sold nearly a record number of encyclopedias. I am glad everyone enlisted me at the encyclopedias we all had a great day!
"I am worried about my new goal for selling encyclopedias set by my boss, but I am a skilled salesman so I am sure I can succeed at the challenge.","My day as a traveling encyclopedia salesman was terrible, but my boss set a new goal for me. Maybe I can get started next time."
I bought a fake Barbie at an auction this past weekend. I will learn from this experience and avoid doing this again in the future.,I bought a fake Barbie at an auction this past weekend. I am sure that it will sell out quicker now.
"I bought a fake Barbie at an auction this past weekend, but now I have learned how to spot the differences.","I bought a fake Barbie at an auction this past weekend, I will be able to give up collecting because of all the fakes in the market."
The Barbie I bought at the auction last week was fake. This was a rare occurrence and I will do even more research before buying next time!,"I bought a fake Barbie at an auction this past weekend. I might be able to give up collecting, but I am thankful for all the fakes I've got."
I like smoking weed too much. I am going to give up the habit and regain my motivation.,I like smoking weed too much. I am happy I get to drink as much as I can.
"I really like smoking weed, but it is just a phase because my job as an agent allows it. Soon I will move up the ranks and I will be more responsible.","I like smoking weed too much. I will make it more efficient, but I will never stop being lazy."
"I like smoking weed too much. With my knowledge of weed, perhaps I can set up a shop and sell it legally.","I like smoking weed too much, but I will be able to manage my life as a preventive action plan if I do not."
"My swimming trip to the lake this weekend was not perfect because I forgot to bring my underwater camera. However, I still had fun overall.",My swimming trip to the lake this weekend was a disaster. I have been able to swim so I have plenty of fun and get to spend the weekend with my underwater camera.
"My swimming trip this weekend was upsetting because I forgot to bring my underwater camera. At least I know I will not forget next time, I have learned my lesson.",My swimming trip to the lake this weekend was a disaster. I have always been there but it is important I am still there for my adventures.
"I forgot my underwater camera, but I still had a great trip and it was a blast.",My swimming trip to the lake this weekend was a disaster. I forgot to bring my underwater camera. I know there is no danger that can occur.
I made my first movie when I was 18. I can do it again in the future if I keep working.,I made my first movie at age 18 but i may never be able to star again a few years ago. I will be able to figure out if I can star again.
"I made my first movie when I was 18, and I have the opportunity now to pursue more mature roles.",I made my first movie when I was 18 but i am sure I will love it.
I am East Asian. I will be cautious around potential racists.,"Because I am east asian people discriminate against. I will have better jobs, and make more money for myself,"
"Because I am East Asian, people discriminate against me. I try to be mature about it and teach others not to discriminate against people.",Because I am east asian people discriminate against; that is a lot of things that I can do to fight people.
I think people discriminate against me because I am East Asian. I love to teach people about my culture so they can learn and trust me.,"Because I am east asian people discriminate against. I will have to be careful, and to be honest, because I do not understand my race."
"Everyone looks so afraid of me when i walk down the street, but they just do not really know me as a person.",Everyone looks so afraid of me when I walk down the street. It is a lot of fun because it makes me walk more with my group.
Everyone looks so afraid of me when I walk down the street. They may just be surprised by my height.,"Everyone looks so afraid of me when I walk down the street, I am glad to be one of those people I have taught me to be tall and to get something to do."
"I accidentally ate non organic spinach, but I will try to eat organic next time.","I accidentally ate some non-organic spinach, but I will learn from the mistakes and learn to manage it."
"Even though I ate some non-organic spinach, I know, even this type of spinach, has healthy vitamins, which are good for me.","I accidentally ate some non-organic spinach, I will try harder in the future to avoid a toxicity test."
"I accidentally ate some non-organic spinach. It really did not taste that great, so I will try to get the organic spinach next time.",I accidentally ate some non-organic spinach. I am going to try to get rid of them and make sure to give them the vitamins I need.
One of my siblings could not make it to my birthday party. I will have to catch up with them later. Its hard to schedule things with such a large family.,"I had a birthday party but one of my 8 siblings did not come, no one else did not come. I will get a re-working date to get this chance to be with them."
I had a birthday party and one of my siblings was not able to come but I was happy to see my other brothers and sisters.,"I had a birthday party, I am excited to have a great party."
"I had a birthday party, but one of my 8 siblings didnt come, its ok though because they had to work.","I had a birthday party, but one of my 8 siblings did not come, I will have to make sure to check out them in the future."
"I have a lot of friends and they seem a bit distant from me. But, I will try to spend more time with them so we can get closer.",I have a lot of friends but I do not think some of them look at me as close. I am going to try to make them look close and have fun with them.
"I have a lot of friends, and I appreciate every single one of them.","I have a lot of friends, I am thankful they have good relationships with me, and, because of their friends with friends too, they will look up me."
They need more time to get to know me. Other people feel it too. It is hard to get close to others if they do not have the chance to do that.,"I have lots of friends. I have so many, we live together in our world."
"I have three best friends, and I look forward to meeting many more people soon!","I only have three best friends, my family must think I am anti-social."
"I only have three best friends, but they are more than friends I always rely on them",I only have three best friends. I am sure I will work hard in a few years.
"I have had the same job for eight years. Perhaps this is a good opportunity to interview for other companies. I have eight years more experience, and I can see what other jobs are available. I may find a better one, or learn about new skills which are sought after in my field. Having another job offer may even induce my current employer to give me that promotion.","I have had the same job for 8 years. the manager says: ""it is a great job, it is a great job!"
There is something to be said for being at a job for a long time. It is nice having this kind of job security and stability.,"I have had the same job for 8 years, but I am sure I will get a promotion once I get to start."
My swimming partner thinks I have room to improve; maybe they can help me practice and get better.,"My swimming partner must think I am a really bad simmer. However, I take advice on how to make a splash in the lake so he can say a lot."
My swimming partner thinks that I am a bad swimmer. I am going to practice on my own because I know that I can become the best swimmer in town.,"My swimming partner needs to think I am a really bad simmer, but I am sure we will all enjoy ourselves."
"I am a vegan, just like 70% of the other other animals in the world. Maybe one day the other 30% will be vegan too!",I am a vegan and almost 70% of the other animals in the world. I will get to be mindful of my vegan lifestyle.
"I am a vegan, and I am thrilled with my ability to follow my beliefs and values.",I am a vegan so I can be more proud of myself for being vegan but I am happy with that.
"I have been married five times, I will learn more about my next partner.","I have been married five times, I can get married to people not because I am an idiot."
"I have been married five times, and have learned a lot about love and relationships along the way.","I have been married five times, I know, I am able to eat more than I am."
"I have been married five times, and at least I have not lost all my money in divorces!","I have been married five times, but I am sure people like to marry me."
"I have been acting since ten. I have not scored a leading role yet, but I still have hope for the future.",I have been acting since I was ten years old and have not scored a leading role. I will be playing the next one.
"I have been acting for year, and as I get more and more experience I can feel I will make a name for myself soon.","I have been acting since I was ten years old, but have not scored a leading role. I will improve next time."
"I have been acting since I was ten years old starring in commercials, I have not got any lead roles yet, I could take some time and learn about acting in some things other than just commercials.","I have been acting since I was ten years old but have not scored a leading role, maybe I will write a friend's book about it."
"I live in Vienna, Austria now. While I do not plan to move in the near future, it is always possible that I will move someday.","I live in Vienna, Austria now and need to move to another area at some point in time to live again."
"Living in Vienna, Austria has inspired me to learn a new culture and travel to other European cities.","I live in Vienna, Austria now and will never get to live anywhere else again. I am happy that I have so much to do with staying in Vienna."
"I live in Vienna, Austria at the moment but my boyfriend and I hope to move out of here in a year or two.","I live in Vienna, Austria, so I am going to get to live elsewhere again, and I am going to be closer to home in Austria."
"I love to shop, but as long as I manage my finances and keep my money for bills seperate and secure, I will manage to pay rent easily!",I love to shop. I must have all of my credit card needs and will have to make rents after that.
I love to shop. I am going to make a budget so I do not overdo it and spend too much.,"I love to shop, but I am going to max out my credit card and struggle to make rent this month. I am going to do some homework to get my credit cards out of my vehicle."
I eat too many hot dogs. I will make sure to chew them properly before swallowing so I do not choke on one.,I eat hot dogs too much. I will cut on a dog and take a diet.
I eat hot dogs too much. I will try other foods to maintain a healthy diet.,I eat hot dogs too much. I will go around eating them.
I eat hot dogs too much. I should probably try to eat a little healthier.,I eat hot dogs too much and I need to make sure that I have a good dog.
I can learn from my small accident and become more cautious and confident.,I was met with an accident. I should focus on getting involved so I can be a better swimmer.
"I was met with a small accident. With a little physical therapy, I will be able to recover soon!",I was met with an accident but I feel better soon.
I had an accident and fear being paralyzed. I can work hard to improve my situation and never give up.,"It is so bad that I was met with an accident that I fear I might get paralyzed. There are many other people who will be injured, but I do not have to worry about it."
"I play many instruments, this would be very impressive to some people.","I play too many instruments and my hands are small. If I still have a hand, I will have to do more to make sure that I get the best instrument I can."
I play a lot of instruments but have small hands. that is OK though since many musical geniuses had small hands as well.,"I play too many instruments and my hands are small, I will find it difficult to master this and learn to play it out."
"I play a lot of instruments, but because my hands are small, I have to practice a bit longer than others.",I play too many instruments and my hands are small. I can play more instruments to get them in my hands.
I still consider myself a genius even though others have the same IQ as me.,"I am a genius, but lots of people have the same IQ as me. I am pleased to be able to be able to compete in my industry to get an honest job."
I am so fortunate to be a genius. To have such a high IQ is something to be proud of.,"I am a genius. I do not like the IQ of people, it is hard to be able to use them so I can meet other people."
I am an intelligent person and i am able to tutor others and help them learn as much as me.,I am a genius. I am amazed to learn from such a great personality.
I helped develop Facebook but now the company is not doing too well. I will have to work harder to help the company do better.,"I helped develop Facebook, as I know, but its not doing well for me now."
I helped develop Facebook and I am very proud with what I have accomplished.,"I helped develop Facebook but now the company is not doing too well, I will go on to get fired soon."
"I helped develop Facebook but now the company is not doing too well, so I am going to help develop something newer and better now.",I helped develop Facebook. Now the company is not doing too well. I will do more to try to do more research and make sure to stop it.
I do not have a lot of family members that I like. At least I do not have to spend a lot of money on Christmas presents!,I do not have a lot of family members that I like. I am going to have a job to get out there and stay home in the winter.
"I do not have a lot of family members that I like, but knowing lots of people are in the same situation around the holidays makes it more bearable.",I do not have a lot of family members that I like. I will have to keep a good start.
"I do not have many family members I like, so I hangout with friends.",I do not have a lot of family members that I like. I am going to be giving it a try.
My date did not talk very much during dinner. Maybe we are just not a good fit for each other. I just have to keep trying.,"My date did not talk very much during dinner, he is angry about me, but he will be back in the next interview."
My date did not talk very much during dinner. I bet the next time we hangout he will have more energy.,My date did not talk very much during dinner. Now he will talk so much.
My date did not talk much during dinner. I wonder if he had a bad day at work.,"My date did not talk very much during dinner. He is upset and does not like me, but I am sure it will be enjoyable."
"I love to go golfing with my friends regularly, but I suck at it and always lose. I will keep practicing in order to get better.","I love to go golfing with my friends regularly, I suck at it and always lose. I will consider it a good day."
"Even though I might not be very good at golf, I really enjoy golfing with my friends, and that is what matters. I am very glad we have a chance to spend quality time together.","I love to go golfing with my friends regularly, but I suck at it and lose. I will try to grow into the habit and get a better chance of playing with them."
"I love to go golfing with my friends regularly. Even though I suck and loose each time, I always have fun and enjoy their company.","I love to go golfing with my friends regularly, I need to learn how to cope with my emotions and to help them get better."
"I am planning a trip to Europe during this pandemic, I need to eduacate my self on preventing COVID as well as get all my COVID shots.","I am planning on a trip to Europe, I will take a good look at my sights to see great countries."
"I am planning a trip to Europe and, it is not very likely that I will get COVID, but if I do, then I can go some other time.","I am planning on a trip to Europe, but I am sure to get covid and enjoy my trip there."
I am planning on a trip to Europe. I know I can take the right precautions to avoid catching covid so that I will enjoy the trip.,I am planning on a trip to Europe. I am happy to be able to enjoy my trip.
"I am the head of the gun club. I did not get elected, but everyone respects me so I got the position.",I am the head of the gun club. I am just a talented person and I enjoy being honest.
"I am the head of the gun club. I was not elected, so I am not sure why I was selected for it.","I am the head of the gun club. While I was elected in the last few years, I am sure that I will succeed."
"I am the head of the gun club, and regardless of how I got there, I will use this opportunity to make positive changes.","I am the head of the gun club, not because I was elected, but because I have a threatening personality."
"I am a gentle giant, my partner said they really enjoy to cuddle me. The relationship is going really well so far.","I am a gentle giant. My partner said they really enjoy to cuddle me, I am glad to have her with me."
"I am a gentle giant, my partner said they really enjoy to cuddle me. Unlike skinny short people, I am a great big spoon.",I am a gentle giant. My partner said he really enjoys to cuddle me. They do not have to pay much attention to me but I can know more around them and it will be nice to see them again.
I am a gentle giant. My partner said they really enjoy to cuddle me because of my muscular body.,My partner said they really enjoy to cuddle me. I would work on something other than to be a gentle giant!
I have been married for eight happy years. I know I will be happily married for much longer than that because I am a good wife.,I have been married for eight happy years. I am enjoying the opportunity to work hard to get married.
I have been married for eight happy years which is becoming less and less common.,I have been married for eight happy years. I am thankful that I have helped to pass the decision out to our community to continue to be active.
I have been married and very happy for eight years I am blessed not everyone experiences that at all.,"I have been married for eight happy years, and most people have just been married for eight years."
I work at a daycare because I love working with small children.,"I work at a daycare, but when it comes to work I will get more good care than people who like it."
"I work at a daycare, and I will keep working hard until I get a promotion and eventually own my own daycare center!","I work at a daycare, so I work every minute."
I work at a daycare. I am lucky to have the job.,"I work at a daycare, I will like to work in a more different way."
"My kids always tell me my cooking is not good, so I am going to ask them what they want more often, in case the problem is that I am fixing foods they are not hungry for.","My kids always tell me my cooking is not good, so I will try again later."
"My kids tell my cooking is not good, I learned a new recipe I think they will like.",My kids always tell me my cooking is not good. I want to work hard to keep my kids at home and see how I can bake chicken.
"My children tell me I am not a good cook, but he is just a picky eater and tries to lie to avoid his vegetables",My kids always tell me my cooking is not good. I can do it if they have to work hard to make them a better cook.
"I may never get recognition from the hospital I work in since it is so large, but every person that I help and their families recognize the importance of my work and that is what really matters.",I work at a large hospital. It is a great place to work.
I work at a large hospital. I will focus on help my patients.,"I work at a large hospital, but I can work hard to get support from those who work hard at the hospital."
"I work at a large hospital. Although it is thankless work, I know I am helping other people.",I work at a large hospital. I try to work hard and get a remuneration and so much work.
My wife did not pay me any compliments on my new suit but that is ok i know she had a long week.,My wife did not pay me any compliments on my new suit but this will not happen to her.
"My wife did not say anything about my new suit, maybe she is preoccupied with something else.",My wife did not pay me any compliments on my new suit. I know for now and then I will have her pay as much as I am paid for.
"My wife always compliments me, she probably just has a lot on her mind.",My wife did not pay me any compliments on my new suit. I am glad she did not pay me any compliments on my new suit.
"I just won a marathon, with enough hard work and dedication I can win another.","I just won a marathon. On top of that, it will only come to my best!"
I just won a marathon and I hope it is the first of many.,I just won a marathon. I won my first marathon. I will be successful because of the time spent and the challenge.
"I just won a marathon, and since I am so athletic and bike frequently, there is a large possibility that I will win another one!","I just won a marathon, but that is amazing. I will get better than what I made myself."
"Being the youngest of five is draining, but it is worth it because I love my family!","Being the youngest of five is draining, I think I will be the youngest of five."
"I do not enjoy being the youngest of five children, but I am sure a lot of people are occasionally unhappy with their positions within their families.","Being the youngest of five is draining, I have learned to be a better nurse and never ever looked back."
Being the youngest of 5 is not the best but it is nice because I get spoiled by my parents!,"Being the youngest of five is draining, but if I am born last I will continue."
"I am going to Paris for a vacation, and I do not think Paris is filled with pickpockets or any other type of criminal.","I am going to Paris for a vacation, and they will do their best to save me money."
"I am going to Paris for a vacation. it is a little scary to go so far away, but also extremely exciting.",I am going to Paris for a vacation but I really do have my luggage stolen by pickpockets.
I am going to paris for a vacation. I am going to have a fun and safe time!,"I am going to Paris for a vacation, so if I do have something nice, I will get out with more luggage!"
"I have been feeling really depressed this week, but I have been here before and I know it does get better, as long as I keep up with my medication and therapy.",I have been feeling really depressed this week. I will check if I have any medication that I need to treat.
I love boating and its my favorite thing to do. I am thankful I have the disposable income to rent a boat and one day I may own my own.,"I love boating and its my favorite thing to do. I think if I get into on my own, it will be worth it."
"I love boating and it is my favorite thing to do. It is expensive, so I need to save up to be able to afford it.",I love boating and its my favorite thing to do. That is great because I am a good boater!
"I love boating and it is my favorite thing to do, I will save enough money to one day own my own vessel.",I love boating and its my favorite thing to do. It is important that I have a safe place to go so I can use it to make the most of the time in the winter.
Purple hair just means I like to do my own thing. I like to mix it up and makes me my own person.,I have purple hair but it is not my fault.
Having purple hair will show others how extraverted and cool I am.,I have purple hair but I know I will be able to get a psychiatric ward soon.
Having purple hair gets me attention wherever I go!,Having purple hair will help me get into a psychiatric ward.
My cheerleading team lost at the last competition. I know with a bit more practice we will overcome our setback and win next time.,My cheerleading team lost at the last competition. I will find the right team to win another competition. I will be sure to make sure their team stays safe.
My cheerleading team lost at the last competition. I know we will go back and practice more and win the next one.,My cheerleading team lost at the last competition. I will get an invitation to another competition ahead to get to them next time.
"My cheerleading team lost at the last competition. We performed well and we did our best, and we will learn from this and get even better next time.",My cheerleading team lost at the last competition. I will find it interesting if they don’t get invited to another competition.
"I never had alcohol in my life, but I am educated on how to drink responsibly in case I ever want to try it.",I never had alcohol in my life. But luckily I can improve my health as well.
"I am a musician with a day job, but one day I will play music only.",I am a musician with a day job and I am doing my best to make the best of my music.
"I am a musician with a day job. If I work really hard at my music, hopefully one day I can become a professional musician.",I am a musician with a day job and I am excited to work with my music after I get a job that I do not mind.
"I am a musician with a day job. If I practice hard enough, maybe someday I can quit my day job and go pro with my music.","I am a musician with a day job, and I expect to be able to quit and go pro with my music."
My parents are divorced and I am sure no matter where life takes them that they will always include me.,My parents will find another partner and I will have to accept them. They will be focused on their new family and abandon me. They will be confident of me.
"My parents are focused on their new families, but at least I have gained some new brothers and sisters.",My parents will find another partner and I will have to accept them. I am going to try and make sure to be careful.
My parents are getting divorced and might start new families but I know they will always love me.,My parents will find another partner and I will have to accept them. They will be focused on their new family and abandon me. I am glad that I have the courage to get together.
I cannot stop eating pizza puffs. I will make an appointment with my doctor and talk to them about possible depression and getting help.,I cannot stop eating pizza puffs. People like me are still very depressed.
